rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate,county_encoded,property_type_encoded,bedrooms_encoded
881.79,2025,1,2025H1,11,Monaghan,Ulster,Castleblayney,"Castleblayney, Monaghan",Apartment,1 to 2 bed,1.5,False,False,False,17,0,0
886.47,2025,1,2025H1,11,Monaghan,Ulster,Monaghan Town,Monaghan Town,Apartment,1 to 2 bed,1.5,False,False,False,17,0,0
996.37,2025,1,2025H1,11,Offaly,Leinster,Offaly,Offaly,Apartment,1 to 2 bed,1.5,False,False,True,18,0,0
1044.49,2025,1,2025H1,11,Offaly,Leinster,Edenderry,"Edenderry, Offaly",Apartment,1 to 2 bed,1.5,False,False,False,18,0,0
1030.19,2025,1,2025H1,11,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Apartment,1 to 2 bed,1.5,False,False,False,18,0,0
1018.35,2025,1,2025H1,11,Roscommon,Connacht,Roscommon,Roscommon,Apartment,1 to 2 bed,1.5,False,False,True,19,0,0
884.31,2025,1,2025H1,11,Roscommon,Connacht,Roscommon Town,Roscommon Town,Apartment,1 to 2 bed,1.5,False,False,False,19,0,0
981.2,2025,1,2025H1,11,Sligo,Connacht,Sligo,Sligo,Apartment,1 to 2 bed,1.5,False,False,True,20,0,0
958.09,2025,1,2025H1,11,Sligo,Connacht,Sligo Town,Sligo Town,Apartment,1 to 2 bed,1.5,False,False,False,20,0,0
883.07,2025,1,2025H1,11,Tipperary,Munster,Tipperary,Tipperary,Apartment,1 to 2 bed,1.5,False,False,True,21,0,0
839.22,2025,1,2025H1,11,Tipperary,Munster,Tipperary Town,Tipperary Town,Apartment,1 to 2 bed,1.5,False,False,False,21,0,0
930.06,2025,1,2025H1,11,Tipperary,Munster,Cashel,"Cashel, Tipperary",Apartment,1 to 2 bed,1.5,False,False,False,21,0,0
905.89,2025,1,2025H1,11,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Apartment,1 to 2 bed,1.5,False,False,False,21,0,0
929.18,2025,1,2025H1,11,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",Apartment,1 to 2 bed,1.5,False,False,False,21,0,0
1031.75,2025,1,2025H1,11,Waterford,Munster,Waterford,Waterford,Apartment,1 to 2 bed,1.5,False,False,True,22,0,0
1024.87,2025,1,2025H1,11,Waterford,Munster,Waterford City,Waterford City,Apartment,1 to 2 bed,1.5,False,True,False,22,0,0
1120.72,2025,1,2025H1,11,Waterford,Munster,Dungarvan,"Dungarvan, Waterford",Apartment,1 to 2 bed,1.5,False,False,False,22,0,0
1122.73,2025,1,2025H1,11,Westmeath,Leinster,Westmeath,Westmeath,Apartment,1 to 2 bed,1.5,False,False,True,23,0,0
1178.16,2025,1,2025H1,11,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Apartment,1 to 2 bed,1.5,False,False,False,23,0,0
1067.6,2025,1,2025H1,11,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",Apartment,1 to 2 bed,1.5,False,False,False,23,0,0
1066.17,2025,1,2025H1,11,Wexford,Leinster,Wexford,Wexford,Apartment,1 to 2 bed,1.5,False,False,True,24,0,0
1047.52,2025,1,2025H1,11,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",Apartment,1 to 2 bed,1.5,False,False,False,24,0,0
1183.04,2025,1,2025H1,11,Wexford,Leinster,Gorey,"Gorey, Wexford",Apartment,1 to 2 bed,1.5,False,False,False,24,0,0
1101.93,2025,1,2025H1,11,Wexford,Leinster,New Ross,"New Ross, Wexford",Apartment,1 to 2 bed,1.5,False,False,False,24,0,0
1577.34,2025,1,2025H1,11,Wicklow,Leinster,Wicklow,Wicklow,Apartment,1 to 2 bed,1.5,False,False,True,25,0,0
1565.25,2025,1,2025H1,11,Wicklow,Leinster,Wicklow Town,Wicklow Town,Apartment,1 to 2 bed,1.5,False,False,False,25,0,0
1188.65,2025,1,2025H1,11,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False,25,0,0
1537.48,2025,1,2025H1,11,Wicklow,Leinster,Bray,"Bray, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False,25,0,0
1565.18,2025,1,2025H1,11,Wicklow,Leinster,Delgany,"Delgany, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False,25,0,0
2166.18,2025,1,2025H1,11,Wicklow,Leinster,Greystones,"Greystones, Wicklow",Apartment,1 to 2 bed,1.5,False,False,False,25,0,0
494.36,2025,1,2025H1,11,Clare,Munster,Clare,Clare,Other flats,1 to 2 bed,1.5,False,False,True,2,2,0
452.38,2025,1,2025H1,11,Clare,Munster,Ennis,"Ennis, Clare",Other flats,1 to 2 bed,1.5,False,False,False,2,2,0
970.04,2025,1,2025H1,11,Cork,Munster,Cork,Cork,Other flats,1 to 2 bed,1.5,False,False,True,3,2,0
1054.82,2025,1,2025H1,11,Cork,Munster,Cork City,Cork City,Other flats,1 to 2 bed,1.5,False,True,False,3,2,0
685.21,2025,1,2025H1,11,Donegal,Ulster,Donegal,Donegal,Other flats,1 to 2 bed,1.5,False,False,True,4,2,0
1394.49,2025,1,2025H1,11,Dublin,Leinster,Dublin,Dublin,Other flats,1 to 2 bed,1.5,True,True,True,5,2,0
1376.57,2025,1,2025H1,11,Dublin,Leinster,Dun Laoghaire,"Dun Laoghaire, Dublin",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1374.41,2025,1,2025H1,11,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1268.15,2025,1,2025H1,11,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1383.74,2025,1,2025H1,11,Dublin,Leinster,Fairview,"Fairview, Dublin 3",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1704.69,2025,1,2025H1,11,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1492.93,2025,1,2025H1,11,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1474.04,2025,1,2025H1,11,Dublin,Leinster,Rathgar,"Rathgar, Dublin 6",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1377.57,2025,1,2025H1,11,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1455.87,2025,1,2025H1,11,Dublin,Leinster,Terenure,"Terenure, Dublin 6W",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1270.83,2025,1,2025H1,11,Dublin,Leinster,Cabra,"Cabra, Dublin 7",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1462.94,2025,1,2025H1,11,Dublin,Leinster,North Circular Road,"North Circular Road, Dublin 7",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1440.84,2025,1,2025H1,11,Dublin,Leinster,South Circular Road,"South Circular Road, Dublin 8",Other flats,1 to 2 bed,1.5,True,True,False,5,2,0
1043.92,2025,1,2025H1,11,Galway,Connacht,Galway,Galway,Other flats,1 to 2 bed,1.5,False,False,True,6,2,0
1143.55,2025,1,2025H1,11,Galway,Connacht,Galway City,Galway City,Other flats,1 to 2 bed,1.5,False,True,False,6,2,0
737.5,2025,1,2025H1,11,Kerry,Munster,Kerry,Kerry,Other flats,1 to 2 bed,1.5,False,False,True,7,2,0
983.19,2025,1,2025H1,11,Kildare,Leinster,Kildare,Kildare,Other flats,1 to 2 bed,1.5,False,False,True,8,2,0
881.17,2025,1,2025H1,11,Limerick,Munster,Limerick,Limerick,Other flats,1 to 2 bed,1.5,False,False,True,12,2,0
965.22,2025,1,2025H1,11,Limerick,Munster,Limerick City,Limerick City,Other flats,1 to 2 bed,1.5,False,True,False,12,2,0
1015.53,2025,1,2025H1,11,Louth,Leinster,Louth,Louth,Other flats,1 to 2 bed,1.5,False,False,True,14,2,0
821.45,2025,1,2025H1,11,Mayo,Connacht,Mayo,Mayo,Other flats,1 to 2 bed,1.5,False,False,True,15,2,0
1032.21,2025,1,2025H1,11,Meath,Leinster,Meath,Meath,Other flats,1 to 2 bed,1.5,False,False,True,16,2,0
655.75,2025,1,2025H1,11,Tipperary,Munster,Tipperary,Tipperary,Other flats,1 to 2 bed,1.5,False,False,True,21,2,0
874.42,2025,1,2025H1,11,Westmeath,Leinster,Westmeath,Westmeath,Other flats,1 to 2 bed,1.5,False,False,True,23,2,0
893.58,2025,1,2025H1,11,Wexford,Leinster,Wexford,Wexford,Other flats,1 to 2 bed,1.5,False,False,True,24,2,0
1076.53,2025,1,2025H1,11,Wicklow,Leinster,Wicklow,Wicklow,Other flats,1 to 2 bed,1.5,False,False,True,25,2,0
1064.65,2025,1,2025H1,11,Wicklow,Leinster,Bray,"Bray, Wicklow",Other flats,1 to 2 bed,1.5,False,False,False,25,2,0
1170.83,2025,1,2025H1,11,Carlow,Leinster,Carlow,Carlow,Detached house,1 to 3 bed,2.0,False,False,True,0,1,1
963.32,2025,1,2025H1,11,Cavan,Ulster,Cavan,Cavan,Detached house,1 to 3 bed,2.0,False,False,True,1,1,1
1045.39,2025,1,2025H1,11,Clare,Munster,Clare,Clare,Detached house,1 to 3 bed,2.0,False,False,True,2,1,1
1292.46,2025,1,2025H1,11,Cork,Munster,Cork,Cork,Detached house,1 to 3 bed,2.0,False,False,True,3,1,1
1635.2,2025,1,2025H1,11,Cork,Munster,Cork City,Cork City,Detached house,1 to 3 bed,2.0,False,True,False,3,1,1
850.7,2025,1,2025H1,11,Donegal,Ulster,Donegal,Donegal,Detached house,1 to 3 bed,2.0,False,False,True,4,1,1
1041.86,2025,1,2025H1,11,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Detached house,1 to 3 bed,2.0,False,False,False,4,1,1
2455.46,2025,1,2025H1,11,Dublin,Leinster,Dublin,Dublin,Detached house,1 to 3 bed,2.0,True,True,True,5,1,1
1264.86,2025,1,2025H1,11,Galway,Connacht,Galway,Galway,Detached house,1 to 3 bed,2.0,False,False,True,6,1,1
1708.8,2025,1,2025H1,11,Galway,Connacht,Galway City,Galway City,Detached house,1 to 3 bed,2.0,False,True,False,6,1,1
1121.74,2025,1,2025H1,11,Galway,Connacht,Ballinasloe,"Ballinasloe, Galway",Detached house,1 to 3 bed,2.0,False,False,False,6,1,1
1054.68,2025,1,2025H1,11,Kerry,Munster,Kerry,Kerry,Detached house,1 to 3 bed,2.0,False,False,True,7,1,1
1144.72,2025,1,2025H1,11,Kerry,Munster,Tralee,"Tralee, Kerry",Detached house,1 to 3 bed,2.0,False,False,False,7,1,1
1508.53,2025,1,2025H1,11,Kildare,Leinster,Kildare,Kildare,Detached house,1 to 3 bed,2.0,False,False,True,8,1,1
1138.18,2025,1,2025H1,11,Kilkenny,Leinster,Kilkenny,Kilkenny,Detached house,1 to 3 bed,2.0,False,False,True,9,1,1
1191.44,2025,1,2025H1,11,Laois,Leinster,Laois,Laois,Detached house,1 to 3 bed,2.0,False,False,True,10,1,1
942.47,2025,1,2025H1,11,Leitrim,Connacht,Leitrim,Leitrim,Detached house,1 to 3 bed,2.0,False,False,True,11,1,1
1309.46,2025,1,2025H1,11,Limerick,Munster,Limerick,Limerick,Detached house,1 to 3 bed,2.0,False,False,True,12,1,1
1547.43,2025,1,2025H1,11,Limerick,Munster,Limerick City,Limerick City,Detached house,1 to 3 bed,2.0,False,True,False,12,1,1
1092.51,2025,1,2025H1,11,Longford,Leinster,Longford,Longford,Detached house,1 to 3 bed,2.0,False,False,True,13,1,1
1538.12,2025,1,2025H1,11,Louth,Leinster,Louth,Louth,Detached house,1 to 3 bed,2.0,False,False,True,14,1,1
1000.59,2025,1,2025H1,11,Mayo,Connacht,Mayo,Mayo,Detached house,1 to 3 bed,2.0,False,False,True,15,1,1
1494.45,2025,1,2025H1,11,Meath,Leinster,Meath,Meath,Detached house,1 to 3 bed,2.0,False,False,True,16,1,1
994.34,2025,1,2025H1,11,Monaghan,Ulster,Monaghan,Monaghan,Detached house,1 to 3 bed,2.0,False,False,True,17,1,1
1120.85,2025,1,2025H1,11,Offaly,Leinster,Offaly,Offaly,Detached house,1 to 3 bed,2.0,False,False,True,18,1,1
1045.98,2025,1,2025H1,11,Roscommon,Connacht,Roscommon,Roscommon,Detached house,1 to 3 bed,2.0,False,False,True,19,1,1
1009.96,2025,1,2025H1,11,Sligo,Connacht,Sligo,Sligo,Detached house,1 to 3 bed,2.0,False,False,True,20,1,1
1040.72,2025,1,2025H1,11,Tipperary,Munster,Tipperary,Tipperary,Detached house,1 to 3 bed,2.0,False,False,True,21,1,1
1117.19,2025,1,2025H1,11,Waterford,Munster,Waterford,Waterford,Detached house,1 to 3 bed,2.0,False,False,True,22,1,1
1183.61,2025,1,2025H1,11,Westmeath,Leinster,Westmeath,Westmeath,Detached house,1 to 3 bed,2.0,False,False,True,23,1,1
1159.48,2025,1,2025H1,11,Wexford,Leinster,Wexford,Wexford,Detached house,1 to 3 bed,2.0,False,False,True,24,1,1
1678.84,2025,1,2025H1,11,Wicklow,Leinster,Wicklow,Wicklow,Detached house,1 to 3 bed,2.0,False,False,True,25,1,1
1236.5,2025,1,2025H1,11,Carlow,Leinster,Carlow,Carlow,Semi detached house,1 to 3 bed,2.0,False,False,True,0,3,1
1249.33,2025,1,2025H1,11,Carlow,Leinster,Carlow Town,Carlow Town,Semi detached house,1 to 3 bed,2.0,False,False,False,0,3,1
1108.62,2025,1,2025H1,11,Cavan,Ulster,Cavan,Cavan,Semi detached house,1 to 3 bed,2.0,False,False,True,1,3,1
1222.85,2025,1,2025H1,11,Cavan,Ulster,Cavan Town,Cavan Town,Semi detached house,1 to 3 bed,2.0,False,False,False,1,3,1
1297.84,2025,1,2025H1,11,Clare,Munster,Clare,Clare,Semi detached house,1 to 3 bed,2.0,False,False,True,2,3,1
1319.94,2025,1,2025H1,11,Clare,Munster,Ennis,"Ennis, Clare",Semi detached house,1 to 3 bed,2.0,False,False,False,2,3,1
1541.77,2025,1,2025H1,11,Cork,Munster,Cork,Cork,Semi detached house,1 to 3 bed,2.0,False,False,True,3,3,1
1733.85,2025,1,2025H1,11,Cork,Munster,Cork City,Cork City,Semi detached house,1 to 3 bed,2.0,False,True,False,3,3,1
1614.07,2025,1,2025H1,11,Cork,Munster,Ballincollig,"Ballincollig, Cork",Semi detached house,1 to 3 bed,2.0,False,False,False,3,3,1
1580.86,2025,1,2025H1,11,Cork,Munster,Carrigaline,"Carrigaline, Cork",Semi detached house,1 to 3 bed,2.0,False,False,False,3,3,1
1206.52,2025,1,2025H1,11,Cork,Munster,Mallow,"Mallow, Cork",Semi detached house,1 to 3 bed,2.0,False,False,False,3,3,1
1439.74,2025,1,2025H1,11,Cork,Munster,Midleton,"Midleton, Cork",Semi detached house,1 to 3 bed,2.0,False,False,False,3,3,1
1047.14,2025,1,2025H1,11,Donegal,Ulster,Donegal,Donegal,Semi detached house,1 to 3 bed,2.0,False,False,True,4,3,1
1212.13,2025,1,2025H1,11,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Semi detached house,1 to 3 bed,2.0,False,False,False,4,3,1
2266.99,2025,1,2025H1,11,Dublin,Leinster,Dublin,Dublin,Semi detached house,1 to 3 bed,2.0,True,True,True,5,3,1
1781.79,2025,1,2025H1,11,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
2497.94,2025,1,2025H1,11,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
2193.75,2025,1,2025H1,11,Dublin,Leinster,Lucan,"Lucan, Dublin",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
2272.08,2025,1,2025H1,11,Dublin,Leinster,Swords,"Swords, Dublin",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
2271.35,2025,1,2025H1,11,Dublin,Leinster,Raheny,"Raheny, Dublin 5",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
2140.86,2025,1,2025H1,11,Dublin,Leinster,Castleknock,"Castleknock, Dublin 15",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
2016.36,2025,1,2025H1,11,Dublin,Leinster,Clonsilla,"Clonsilla, Dublin 15",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
2294.9,2025,1,2025H1,11,Dublin,Leinster,Rathfarnham,"Rathfarnham, Dublin 16",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
1921.83,2025,1,2025H1,11,Dublin,Leinster,Clondalkin,"Clondalkin, Dublin 22",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
2027.44,2025,1,2025H1,11,Dublin,Leinster,Tallaght,"Tallaght, Dublin 24",Semi detached house,1 to 3 bed,2.0,True,True,False,5,3,1
1552.54,2025,1,2025H1,11,Galway,Connacht,Galway,Galway,Semi detached house,1 to 3 bed,2.0,False,False,True,6,3,1
1747.32,2025,1,2025H1,11,Galway,Connacht,Galway City,Galway City,Semi detached house,1 to 3 bed,2.0,False,True,False,6,3,1
1216.34,2025,1,2025H1,11,Kerry,Munster,Kerry,Kerry,Semi detached house,1 to 3 bed,2.0,False,False,True,7,3,1
1277.99,2025,1,2025H1,11,Kerry,Munster,Killarney,"Killarney, Kerry",Semi detached house,1 to 3 bed,2.0,False,False,False,7,3,1
1276.8,2025,1,2025H1,11,Kerry,Munster,Tralee,"Tralee, Kerry",Semi detached house,1 to 3 bed,2.0,False,False,False,7,3,1
1797.61,2025,1,2025H1,11,Kildare,Leinster,Kildare,Kildare,Semi detached house,1 to 3 bed,2.0,False,False,True,8,3,1
1622.88,2025,1,2025H1,11,Kildare,Leinster,Kildare Town,Kildare Town,Semi detached house,1 to 3 bed,2.0,False,False,False,8,3,1
1969.52,2025,1,2025H1,11,Kildare,Leinster,Celbridge,"Celbridge, Kildare",Semi detached house,1 to 3 bed,2.0,False,False,False,8,3,1
2051.51,2025,1,2025H1,11,Kildare,Leinster,Maynooth,"Maynooth, Kildare",Semi detached house,1 to 3 bed,2.0,False,False,False,8,3,1
1980.26,2025,1,2025H1,11,Kildare,Leinster,Naas,"Naas, Kildare",Semi detached house,1 to 3 bed,2.0,False,False,False,8,3,1
1598.78,2025,1,2025H1,11,Kildare,Leinster,Newbridge,"Newbridge, Kildare",Semi detached house,1 to 3 bed,2.0,False,False,False,8,3,1
1210.09,2025,1,2025H1,11,Kilkenny,Leinster,Kilkenny,Kilkenny,Semi detached house,1 to 3 bed,2.0,False,False,True,9,3,1
1243.46,2025,1,2025H1,11,Laois,Leinster,Laois,Laois,Semi detached house,1 to 3 bed,2.0,False,False,True,10,3,1
1200.9,2025,1,2025H1,11,Laois,Leinster,Portlaoise,"Portlaoise, Laois",Semi detached house,1 to 3 bed,2.0,False,False,False,10,3,1
953.98,2025,1,2025H1,11,Leitrim,Connacht,Leitrim,Leitrim,Semi detached house,1 to 3 bed,2.0,False,False,True,11,3,1
1477.02,2025,1,2025H1,11,Limerick,Munster,Limerick,Limerick,Semi detached house,1 to 3 bed,2.0,False,False,True,12,3,1
1562.97,2025,1,2025H1,11,Limerick,Munster,Limerick City,Limerick City,Semi detached house,1 to 3 bed,2.0,False,True,False,12,3,1
1692.95,2025,1,2025H1,11,Limerick,Munster,Castletroy,"Castletroy, Limerick",Semi detached house,1 to 3 bed,2.0,False,False,False,12,3,1
1538.69,2025,1,2025H1,11,Limerick,Munster,Dooradoyle,"Dooradoyle, Limerick",Semi detached house,1 to 3 bed,2.0,False,False,False,12,3,1
1144.24,2025,1,2025H1,11,Limerick,Munster,Newcastle West,"Newcastle West, Limerick",Semi detached house,1 to 3 bed,2.0,False,False,False,12,3,1
1141.98,2025,1,2025H1,11,Longford,Leinster,Longford,Longford,Semi detached house,1 to 3 bed,2.0,False,False,True,13,3,1
1130.71,2025,1,2025H1,11,Longford,Leinster,Longford Town,Longford Town,Semi detached house,1 to 3 bed,2.0,False,False,False,13,3,1
1498.5,2025,1,2025H1,11,Louth,Leinster,Louth,Louth,Semi detached house,1 to 3 bed,2.0,False,False,True,14,3,1
1646.7,2025,1,2025H1,11,Louth,Leinster,Drogheda,"Drogheda, Louth",Semi detached house,1 to 3 bed,2.0,False,False,False,14,3,1
1429.28,2025,1,2025H1,11,Louth,Leinster,Dundalk,"Dundalk, Louth",Semi detached house,1 to 3 bed,2.0,False,False,False,14,3,1
1127.87,2025,1,2025H1,11,Mayo,Connacht,Mayo,Mayo,Semi detached house,1 to 3 bed,2.0,False,False,True,15,3,1
1087.71,2025,1,2025H1,11,Mayo,Connacht,Ballina,"Ballina, Mayo",Semi detached house,1 to 3 bed,2.0,False,False,False,15,3,1
1324.79,2025,1,2025H1,11,Mayo,Connacht,Castlebar,"Castlebar, Mayo",Semi detached house,1 to 3 bed,2.0,False,False,False,15,3,1
1611.92,2025,1,2025H1,11,Meath,Leinster,Meath,Meath,Semi detached house,1 to 3 bed,2.0,False,False,True,16,3,1
1498.68,2025,1,2025H1,11,Meath,Leinster,Navan,"Navan, Meath",Semi detached house,1 to 3 bed,2.0,False,False,False,16,3,1
1111.94,2025,1,2025H1,11,Monaghan,Ulster,Monaghan,Monaghan,Semi detached house,1 to 3 bed,2.0,False,False,True,17,3,1
1218.61,2025,1,2025H1,11,Offaly,Leinster,Offaly,Offaly,Semi detached house,1 to 3 bed,2.0,False,False,True,18,3,1
1289.25,2025,1,2025H1,11,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Semi detached house,1 to 3 bed,2.0,False,False,False,18,3,1
1109.87,2025,1,2025H1,11,Roscommon,Connacht,Roscommon,Roscommon,Semi detached house,1 to 3 bed,2.0,False,False,True,19,3,1
1149.74,2025,1,2025H1,11,Sligo,Connacht,Sligo,Sligo,Semi detached house,1 to 3 bed,2.0,False,False,True,20,3,1
1204.7,2025,1,2025H1,11,Sligo,Connacht,Sligo Town,Sligo Town,Semi detached house,1 to 3 bed,2.0,False,False,False,20,3,1
1148.31,2025,1,2025H1,11,Tipperary,Munster,Tipperary,Tipperary,Semi detached house,1 to 3 bed,2.0,False,False,True,21,3,1
1044.88,2025,1,2025H1,11,Tipperary,Munster,Cashel,"Cashel, Tipperary",Semi detached house,1 to 3 bed,2.0,False,False,False,21,3,1
1280.92,2025,1,2025H1,11,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Semi detached house,1 to 3 bed,2.0,False,False,False,21,3,1
1163.63,2025,1,2025H1,11,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",Semi detached house,1 to 3 bed,2.0,False,False,False,21,3,1
1255.44,2025,1,2025H1,11,Waterford,Munster,Waterford,Waterford,Semi detached house,1 to 3 bed,2.0,False,False,True,22,3,1
1340.08,2025,1,2025H1,11,Waterford,Munster,Waterford City,Waterford City,Semi detached house,1 to 3 bed,2.0,False,True,False,22,3,1
1193.8,2025,1,2025H1,11,Waterford,Munster,Dungarvan,"Dungarvan, Waterford",Semi detached house,1 to 3 bed,2.0,False,False,False,22,3,1
1233.27,2025,1,2025H1,11,Westmeath,Leinster,Westmeath,Westmeath,Semi detached house,1 to 3 bed,2.0,False,False,True,23,3,1
1302.27,2025,1,2025H1,11,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Semi detached house,1 to 3 bed,2.0,False,False,False,23,3,1
1257.16,2025,1,2025H1,11,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",Semi detached house,1 to 3 bed,2.0,False,False,False,23,3,1
1244.21,2025,1,2025H1,11,Wexford,Leinster,Wexford,Wexford,Semi detached house,1 to 3 bed,2.0,False,False,True,24,3,1
1134.19,2025,1,2025H1,11,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",Semi detached house,1 to 3 bed,2.0,False,False,False,24,3,1
1391.59,2025,1,2025H1,11,Wexford,Leinster,Gorey,"Gorey, Wexford",Semi detached house,1 to 3 bed,2.0,False,False,False,24,3,1
1799.07,2025,1,2025H1,11,Wicklow,Leinster,Wicklow,Wicklow,Semi detached house,1 to 3 bed,2.0,False,False,True,25,3,1
1437.94,2025,1,2025H1,11,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Semi detached house,1 to 3 bed,2.0,False,False,False,25,3,1
2111.94,2025,1,2025H1,11,Wicklow,Leinster,Bray,"Bray, Wicklow",Semi detached house,1 to 3 bed,2.0,False,False,False,25,3,1
1123.85,2025,1,2025H1,11,Carlow,Leinster,Carlow,Carlow,Terrace house,1 to 3 bed,2.0,False,False,True,0,4,1
1112.63,2025,1,2025H1,11,Carlow,Leinster,Carlow Town,Carlow Town,Terrace house,1 to 3 bed,2.0,False,False,False,0,4,1
1063.13,2025,1,2025H1,11,Cavan,Ulster,Cavan,Cavan,Terrace house,1 to 3 bed,2.0,False,False,True,1,4,1
1166.04,2025,1,2025H1,11,Clare,Munster,Clare,Clare,Terrace house,1 to 3 bed,2.0,False,False,True,2,4,1
1477.42,2025,1,2025H1,11,Cork,Munster,Cork,Cork,Terrace house,1 to 3 bed,2.0,False,False,True,3,4,1
1582.96,2025,1,2025H1,11,Cork,Munster,Cork City,Cork City,Terrace house,1 to 3 bed,2.0,False,True,False,3,4,1
1262.73,2025,1,2025H1,11,Cork,Munster,Bandon,"Bandon, Cork",Terrace house,1 to 3 bed,2.0,False,False,False,3,4,1
1517.19,2025,1,2025H1,11,Cork,Munster,Blarney,"Blarney, Cork",Terrace house,1 to 3 bed,2.0,False,False,False,3,4,1
1135.79,2025,1,2025H1,11,Cork,Munster,Fermoy,"Fermoy, Cork",Terrace house,1 to 3 bed,2.0,False,False,False,3,4,1
1157.75,2025,1,2025H1,11,Cork,Munster,Mallow,"Mallow, Cork",Terrace house,1 to 3 bed,2.0,False,False,False,3,4,1
1322.32,2025,1,2025H1,11,Cork,Munster,Midleton,"Midleton, Cork",Terrace house,1 to 3 bed,2.0,False,False,False,3,4,1
901.01,2025,1,2025H1,11,Donegal,Ulster,Donegal,Donegal,Terrace house,1 to 3 bed,2.0,False,False,True,4,4,1
1111.71,2025,1,2025H1,11,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Terrace house,1 to 3 bed,2.0,False,False,False,4,4,1
2251.34,2025,1,2025H1,11,Dublin,Leinster,Dublin,Dublin,Terrace house,1 to 3 bed,2.0,True,True,True,5,4,1
1736.55,2025,1,2025H1,11,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
2635.71,2025,1,2025H1,11,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
2234.61,2025,1,2025H1,11,Dublin,Leinster,Lucan,"Lucan, Dublin",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
2038.31,2025,1,2025H1,11,Dublin,Leinster,Swords,"Swords, Dublin",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
2515.45,2025,1,2025H1,11,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
2215.24,2025,1,2025H1,11,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
2135.16,2025,1,2025H1,11,Dublin,Leinster,East Wall,"East Wall, Dublin 3",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
3338.81,2025,1,2025H1,11,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
2536.8,2025,1,2025H1,11,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Terrace house,1 to 3 bed,2.0,True,True,False,5,4,1
